Timestamp,Value,Type
22:11:43.194,"3\r\n",received
22:11:43.194,"3\r\n",received
22:11:43.194,"2\r\n",received
22:11:43.194,"2\r\n",received
22:11:43.194,"2\r\n",received
22:11:43.194,"2\r\n",received
22:11:43.194,"1\r\n",received
22:11:43.194,"1\r\n",received
22:11:43.194,"1\r\n",received
22:11:43.194,"-1\r\n",received
22:11:43.194,"0\r\n",received
22:11:43.194,"-1\r\n",received
22:11:43.194,"0\r\n",received
22:11:43.194,"-1\r\n",received
22:11:43.194,"-1\r\n",received
22:11:43.194,"0\r\n",received
22:11:43.194,"-1\r\n",received
22:11:43.194,"-1\r\n",received
22:11:43.194,"-1\r\n",received
22:11:43.194,"-1\r\n",received
22:11:43.194,"-1\r\n",received
22:11:43.194,"9\r\n",received
22:11:43.194,"9\r\n",received
22:11:43.194,"9\r\n",received
22:11:43.194,"9\r\n",received
22:11:43.194,"10\r\n",received
22:11:43.194,"10\r\n",received
22:11:43.194,"10\r\n",received
22:11:43.194,"9\r\n",received
22:11:43.194,"10\r\n",received
22:11:43.194,"10\r\n",received
22:11:43.194,"10\r\n",received
22:11:43.194,"9\r\n",received
22:11:43.194,"9\r\n",received
22:11:43.194,"8\r\n",received
22:11:43.194,"10\r\n",received
22:11:43.194,"10\r\n",received
22:11:43.194,"10\r\n",received
22:11:43.194,"11\r\n",received
22:11:43.194,"11\r\n",received
22:11:43.194,"10\r\n",received
22:11:43.194,"10\r\n",received
22:11:43.194,"11\r\n",received
22:11:43.194,"10\r\n",received
22:11:43.194,"11\r\n",received
22:11:43.194,"10\r\n",received
22:11:43.194,"11\r\n",received
22:11:43.194,"10\r\n",received
22:11:43.194,"10\r\n",received
22:11:43.194,"11\r\n",received
22:11:43.194,"10\r\n",received
22:11:43.206,"10\r\n",received
22:11:43.206,"9\r\n",received
22:11:43.206,"9\r\n",received
22:11:43.206,"9\r\n",received
22:11:43.206,"9\r\n",received
22:11:43.206,"7\r\n",received
22:11:43.206,"8\r\n",received
22:11:43.206,"6\r\n",received
22:11:43.206,"6\r\n",received
22:11:43.206,"6\r\n",received
22:11:43.206,"5\r\n",received
22:11:43.206,"4\r\n",received
22:11:43.206,"3\r\n",received
22:11:43.206,"2\r\n",received
22:11:43.206,"3\r\n",received
22:11:43.206,"1\r\n",received
22:11:43.206,"0\r\n",received
22:11:43.206,"-1\r\n",received
22:11:43.206,"-1\r\n",received
22:11:43.206,"-1\r\n",received
22:11:43.206,"0\r\n",received
22:11:43.206,"-1\r\n",received
22:11:43.206,"-2\r\n",received
22:11:43.206,"-2\r\n",received
22:11:43.206,"-2\r\n",received
22:11:43.206,"-3\r\n",received
22:11:43.206,"-4\r\n",received
22:11:43.206,"-4\r\n",received
22:11:43.206,"-5\r\n",received
22:11:43.206,"-5\r\n",received
22:11:43.206,"-4\r\n",received
22:11:43.206,"-4\r\n",received
22:11:43.206,"-4\r\n",received
22:11:43.206,"-4\r\n",received
22:11:43.206,"-4\r\n",received
22:11:43.206,"-4\r\n",received
22:11:43.206,"-2\r\n",received
22:11:43.206,"-2\r\n",received
22:11:43.206,"-3\r\n",received
22:11:43.206,"-3\r\n",received
22:11:43.206,"-2\r\n",received
22:11:43.206,"-3\r\n",received
22:11:43.234,"-3\r\n",received
22:11:43.234,"-2\r\n",received
22:11:43.234,"-3\r\n",received
22:11:43.234,"-2\r\n",received
22:11:43.234,"-2\r\n",received
22:11:43.234,"-2\r\n",received
22:11:43.234,"-1\r\n",received
22:11:43.234,"-1\r\n",received
22:11:43.234,"-1\r\n",received
22:11:43.234,"-1\r\n",received
22:11:43.234,"0\r\n",received
22:11:43.234,"0\r\n",received
22:11:43.234,"0\r\n",received
22:11:43.234,"0\r\n",received
22:11:43.234,"0\r\n",received
22:11:43.234,"1\r\n",received
22:11:43.234,"0\r\n",received
22:11:43.234,"0\r\n",received
22:11:43.234,"0\r\n",received
22:11:43.234,"0\r\n",received
22:11:43.234,"1\r\n",received
22:11:43.234,"0\r\n",received
22:11:43.234,"0\r\n",received
22:11:43.234,"0\r\n",received
22:11:43.234,"0\r\n",received
22:11:43.234,"0\r\n",received
22:11:43.234,"1\r\n",received
22:11:43.234,"0\r\n",received
22:11:43.234,"-1\r\n",received
22:11:43.234,"-1\r\n",received
22:11:43.234,"0\r\n",received
22:11:43.234,"6\r\n",received
22:11:43.234,"7\r\n",received
22:11:43.234,"6\r\n",received
22:11:43.234,"4\r\n",received
22:11:43.234,"4\r\n",received
22:11:43.234,"4\r\n",received
22:11:43.234,"4\r\n",received
22:11:43.234,"3\r\n",received
22:11:43.234,"2\r\n",received
22:11:43.234,"2\r\n",received
22:11:43.234,"1\r\n",received
22:11:43.234,"0\r\n",received
22:11:43.234,"0\r\n",received
22:11:43.234,"0\r\n",received
22:11:43.234,"-1\r\n",received
22:11:43.234,"0\r\n",received
22:11:43.234,"-1\r\n",received
22:11:43.234,"-1\r\n",received
22:11:43.234,"-1\r\n",received
22:11:43.234,"-1\r\n",received
22:11:43.234,"0\r\n",received
22:11:43.234,"0\r\n",received
22:11:43.234,"-1\r\n",received
22:11:43.234,"-1\r\n",received
22:11:43.234,"-1\r\n",received
22:11:43.234,"1\r\n",received
22:11:43.234,"-1\r\n",received
22:11:43.246,"-1\r\n",received
22:11:43.246,"-2\r\n",received
22:11:43.246,"-1\r\n",received
22:11:43.246,"-1\r\n",received
22:11:43.246,"-1\r\n",received
22:11:43.246,"0\r\n",received
22:11:43.246,"-1\r\n",received
22:11:43.246,"-2\r\n",received
22:11:43.246,"-1\r\n",received
22:11:43.246,"-2\r\n",received
22:11:43.246,"-2\r\n",received
22:11:43.246,"-3\r\n",received
22:11:43.246,"-3\r\n",received
22:11:43.246,"-4\r\n",received
22:11:43.246,"-3\r\n",received
22:11:43.246,"-2\r\n",received
22:11:43.246,"-4\r\n",received
22:11:43.246,"-3\r\n",received
22:11:43.246,"-3\r\n",received
22:11:43.246,"-3\r\n",received
22:11:43.246,"-3\r\n",received
22:11:43.246,"-4\r\n",received
22:11:43.246,"-4\r\n",received
22:11:43.246,"-3\r\n",received
22:11:43.246,"-4\r\n",received
22:11:43.246,"-4\r\n",received
22:11:43.246,"-4\r\n",received
22:11:43.246,"-5\r\n",received
22:11:43.246,"-5\r\n",received
22:11:43.246,"-6\r\n",received
22:11:43.246,"-5\r\n",received
22:11:43.246,"-5\r\n",received
22:11:43.246,"-5\r\n",received
22:11:43.246,"7\r\n",received
22:11:43.246,"7\r\n",received
22:11:43.246,"5\r\n",received
22:11:43.246,"4\r\n",received
22:11:43.246,"5\r\n",received
22:11:43.246,"5\r\n",received
22:11:43.246,"6\r\n",received
22:11:43.246,"6\r\n",received
22:11:43.246,"4\r\n",received
22:11:43.246,"5\r\n",received
22:11:43.246,"6\r\n",received
22:11:43.246,"5\r\n",received
22:11:43.246,"4\r\n",received
22:11:43.246,"4\r\n",received
22:11:43.246,"5\r\n",received
22:11:43.246,"6\r\n",received
22:11:43.246,"6\r\n",received
22:11:43.246,"5\r\n",received
22:11:43.246,"5\r\n",received
22:11:43.246,"4\r\n",received
22:11:43.246,"5\r\n",received
